1951-State,1951-District ,1961-State,1961-District ,1971-State ,1971-District ,1981-State,1981-District,1991-State,1991-District,2001-State,2001-District,2011-State,2011-District,2024-State,2024-District
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Ladakh,Jammu and Kashmir,Ladakh,Jammu and Kashmir,Ladakh,Jammu and Kashmir,Ladakh,Jammu and Kashmir,Leh (Ladakh),Jammu & Kashmir,Leh (Ladakh),Jammu & Kashmir,Leh (Ladakh)
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Ladakh,Jammu and Kashmir,Ladakh,Jammu and Kashmir,Kargil,Jammu and Kashmir,Kargil,Jammu and Kashmir,Kargil,Jammu & Kashmir,Kargil,Jammu & Kashmir,Kargil
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Poonch,Jammu and Kashmir,Punch,Jammu and Kashmir,Punch,Jammu and Kashmir,Punch,Jammu and Kashmir,Punch,Jammu & Kashmir,Punch,Jammu & Kashmir,Punch
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Poonch,Jammu and Kashmir,Rajauri,Jammu and Kashmir,Rajauri,Jammu and Kashmir,Rajauri,Jammu and Kashmir,Rajauri,Jammu & Kashmir,Rajouri,Jammu & Kashmir,Rajouri
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Kathua,Jammu and Kashmir,Kathua,Jammu and Kashmir,Kathua,Jammu and Kashmir,Kathua,Jammu and Kashmir,Kathua,Jammu & Kashmir,Kathua,Jammu & Kashmir,Kathua
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Baramulla,Jammu and Kashmir,Baramula,Jammu and Kashmir,Baramula,Jammu and Kashmir,Baramula,Jammu and Kashmir,Baramula,Jammu & Kashmir,Baramula,Jammu & Kashmir,Baramula
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Baramulla,Jammu and Kashmir,Baramula,Jammu and Kashmir,Baramula,Jammu and Kashmir,Baramula,Jammu and Kashmir,Baramula,Jammu & Kashmir,Bandipore,Jammu & Kashmir,Bandipore
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,Jammu & Kashmir,Srinagar,Jammu & Kashmir,Srinagar
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Baramulla,Jammu and Kashmir,Baramula,Jammu and Kashmir,Baramula,Jammu and Kashmir,Baramula,Jammu and Kashmir,Baramula,Jammu & Kashmir,Ganderbal,Jammu & Kashmir,Ganderbal
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Pulwama,Jammu and Kashmir,Pulwama,Jammu and Kashmir,Pulwama,Jammu & Kashmir,Pulwama,Jammu & Kashmir,Pulwama
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Pulwama,Jammu and Kashmir,Pulwama,Jammu and Kashmir,Pulwama,Jammu & Kashmir,Shupiyan,Jammu & Kashmir,Shupiyan
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu & Kashmir,Anantnag,Jammu & Kashmir,Anantnag
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu and Kashmir,Anantnag,Jammu & Kashmir,Kulgam,Jammu & Kashmir,Kulgam
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Srinagar,Jammu and Kashmir,Pulwama,Jammu and Kashmir,Pulwama,Jammu and Kashmir,Pulwama,Jammu & Kashmir,Kulgam,Jammu & Kashmir,Kulgam
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu & Kashmir,Doda,Jammu & Kashmir,Doda
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu & Kashmir,Ramban,Jammu & Kashmir,Ramban
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu and Kashmir,Doda,Jammu & Kashmir,Kishtwar,Jammu & Kashmir,Kishtwar
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu & Kashmir,Udhampur,Jammu & Kashmir,Udhampur
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu and Kashmir,Udhampur,Jammu & Kashmir,Reasi,Jammu & Kashmir,Reasi
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu & Kashmir,Jammu,Jammu & Kashmir,Jammu
Jammu and Kashmir,Jammu and Kashmir,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu and Kashmir,Jammu,Jammu & Kashmir,Samba,Jammu & Kashmir,Samba
Bihar,Palamau,Bihar,Palamau,Bihar,Palamau,Bihar,Palamu,Bihar,Palamu,Jharkhand,Garhwa,Jharkhand,Garhwa,Jharkhand,Garhwa
Bihar,Palamau,Bihar,Palamau,Bihar,Palamau,Bihar,Palamu,Bihar,Palamu,Jharkhand,Palamu,Jharkhand,Palamu,Jharkhand,Palamu
Bihar,Palamau,Bihar,Palamau,Bihar,Palamau,Bihar,Palamu,Bihar,Palamu,Jharkhand,Palamu,Jharkhand,Latehar,Jharkhand,Latehar
Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Hazaribag,Bihar,Hazaribag,Jharkhand,Chatra,Jharkhand,Chatra,Jharkhand,Chatra
Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Hazaribag,Bihar,Hazaribag,Jharkhand,Hazaribag,Jharkhand,Hazaribagh,Jharkhand,Hazaribagh
Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Hazaribag,Bihar,Hazaribag,Jharkhand,Hazaribag,Jharkhand,Ramgarh,Jharkhand,Ramgarh
Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Hazaribag,Bihar,Hazaribag,Jharkhand,Kodarma,Jharkhand,Kodarma,Jharkhand,Kodarma
Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Giridih,Bihar,Giridih,Jharkhand,Giridih,Jharkhand,Giridih,Jharkhand,Giridih
Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santhal Pargana,Bihar,Deoghar,Jharkhand,Deoghar,Jharkhand,Deoghar,Jharkhand,Deoghar
Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santhal Pargana,Bihar,Godda,Jharkhand,Godda,Jharkhand,Godda,Jharkhand,Godda
Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santhal Pargana,Bihar,Sahibganj,Jharkhand,Sahibganj,Jharkhand,Sahibganj,Jharkhand,Sahibganj
Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santhal Pargana,Bihar,Sahibganj,Jharkhand,Pakaur,Jharkhand,Pakur,Jharkhand,Pakur
Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santhal Pargana,Bihar,Dumka,Jharkhand,Dumka,Jharkhand,Dumka,Jharkhand,Dumka
Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santal Parganas,Bihar,Santhal Pargana,Bihar,Dumka,Jharkhand,Dumka,Jharkhand,Jamtara,Jharkhand,Jamtara
Bihar,Dhanbad,Bihar,Dhanbad,Bihar,Dhanbad,Bihar,Dhanbad,Bihar,Dhanbad,Jharkhand,Dhanbad,Jharkhand,Dhanbad,Jharkhand,Dhanbad
Bihar,Dhanbad,Bihar,Dhanbad,Bihar,Dhanbad,Bihar,Dhanbad,Bihar,Dhanbad,Jharkhand,Bokaro,Jharkhand,Bokaro,Jharkhand,Bokaro
Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Hazaribagh,Bihar,Giridih,Bihar,Giridih,Jharkhand,Bokaro,Jharkhand,Bokaro,Jharkhand,Bokaro
Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Jharkhand,Ranchi,Jharkhand,Ranchi,Jharkhand,Ranchi
Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Jharkhand,Ranchi,Jharkhand,Khunti,Jharkhand,Khunti
Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Bihar,Lohardaga,Jharkhand,Lohardaga,Jharkhand,Lohardaga,Jharkhand,Lohardaga
Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Bihar,Gumla,Jharkhand,Gumla,Jharkhand,Gumla,Jharkhand,Gumla
Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Bihar,Ranchi,Bihar,Gumla,Jharkhand,Gumla,Jharkhand,Simdega,Jharkhand,Simdega
Bihar,Singhbhum,Bihar,Singhbhum,Bihar,Singhbhum,Bihar,Singhbhum,Bihar,Pashchimi Singhbhum,Jharkhand,Pashchimi Singhbhum,Jharkhand,Pashchimi Singhbhum,Jharkhand,Pashchimi Singhbhum
Bihar,Singhbhum,Bihar,Singhbhum,Bihar,Singhbhum,Bihar,Singhbhum,Bihar,Pashchimi Singhbhum,Jharkhand,Pashchimi Singhbhum,Jharkhand,Saraikela-kharsawan,Jharkhand,Saraikela-kharsawan
Bihar,Singhbhum,Bihar,Singhbhum,Bihar,Singhbhum,Bihar,Singhbhum,Bihar,Purbi Singhbhum,Jharkhand,Purbi Singhbhum,Jharkhand,Purbi Singhbhum,Jharkhand,Purbi Singhbhum
Bombay,Bijapur,Mysore,Bijapur,Mysore,Bijapur,Karnataka,Bijapur,Karnataka,Bijapur,Karnataka,Bagalkot,Karnataka,Bagalkot,Karnataka,Bagalkot
Mysore,Bangalore,Mysore,Bangalore,Mysore,Bangalore,Karnataka,Bangalore,Karnataka,Bangalore,Karnataka,Bangalore,Karnataka,Bangalore,Karnataka,Bangalore
Mysore,Bangalore,Mysore,Bangalore,Mysore,Bangalore,Karnataka,Bangalore,Karnataka,Bangalore Rural,Karnataka,Bangalore Rural,Karnataka,Bangalore Rural,Karnataka,Bangalore Rural
Bombay,Belgaum,Mysore,Belgaum,Mysore,Belgaum,Karnataka,Belgaum,Karnataka,Belgaum,Karnataka,Belgaum,Karnataka,Belgaum,Karnataka,Belgavi
Madras,Bellary,Mysore,Bellary,Mysore,Bellary,Karnataka,Bellary,Karnataka,Bellary,Karnataka,Bellary,Karnataka,Bellary,Karnataka,Ballari
Hyderabad,Bidar,Mysore,Bidar,Mysore,Bidar,Karnataka,Bidar,Karnataka,Bidar,Karnataka,Bidar,Karnataka,Bidar,Karnataka,Bidar
Bombay,Bijapur,Mysore,Bijapur,Mysore,Bijapur,Karnataka,Bijapur,Karnataka,Bijapur,Karnataka,Bijapur,Karnataka,Bijapur,Karnataka,Vijayapura
Mysore,Mysore,Mysore,Mysore,Mysore,Mysore,Karnataka,Mysore,Karnataka,Mysore,Karnataka,Chamarajanagar,Karnataka,Chamarajanagar,Karnataka,Chamarajanagar
Mysore,Kolar,Mysore,Kolar,Mysore,Kolar,Karnataka,Kolar,Karnataka,Kolar,Karnataka,Kolar,Karnataka,Chikkaballapura,Karnataka,Chikkaballapura
Mysore,Chikmagalur,Mysore,Chikmagalur,Mysore,Chikmagalur,Karnataka,Chikmagalur,Karnataka,Chikmagalur,Karnataka,Chikmagalur,Karnataka,Chikmagalur,Karnataka,Chikkamagaluru
Mysore,Chitaldrug,Mysore,Chitradurga,Mysore,Chitradurga,Karnataka,Chitradurga,Karnataka,Chitradurga,Karnataka,Chitradurga,Karnataka,Chitradurga,Karnataka,Chitradurga
Madras,South Kanara,Mysore,South Kanara,Mysore,South Kanara,Karnataka,Dakshin Kannad,Karnataka,Dakshina Kannada,Karnataka,Dakshina Kannada,Karnataka,Dakshina Kannada,Karnataka,Dakshina Kannada
Mysore,Chitaldrug,Mysore,Chitradurga,Mysore,Chitradurga,Karnataka,Chitradurga,Karnataka,Chitradurga,Karnataka,Davanagere,Karnataka,Davanagere,Karnataka,Davanagere
Bombay,Dharwar,Mysore,Dharwar,Mysore,Dharwar,Karnataka,Dharwad,Karnataka,Dharwad,Karnataka,Dharwad,Karnataka,Dharwad,Karnataka,Dharwad
Bombay,Dharwar,Mysore,Dharwar,Mysore,Dharwar,Karnataka,Dharwad,Karnataka,Dharwad,Karnataka,Gadag,Karnataka,Gadag,Karnataka,Gadag
Hyderabad,Gulbarga,Mysore,Gulbarga,Mysore,Gulbarga,Karnataka,Gulbarga,Karnataka,Gulbarga,Karnataka,Gulbarga,Karnataka,Gulbarga,Karnataka,Kalaburagi
Mysore,Hassan,Mysore,Hassan,Mysore,Hassan,Karnataka,Hassan,Karnataka,Hassan,Karnataka,Hassan,Karnataka,Hassan,Karnataka,Hassan
Bombay,Dharwar,Mysore,Dharwar,Mysore,Dharwar,Karnataka,Dharwad,Karnataka,Dharwad,Karnataka,Haveri,Karnataka,Haveri,Karnataka,Haveri
Coorg,Coorg,Mysore,Coorg,Mysore,Coorg,Karnataka,Kodagu,Karnataka,Kodagu,Karnataka,Kodagu,Karnataka,Kodagu,Karnataka,Kodagu
Mysore,Kolar,Mysore,Kolar,Mysore,Kolar,Karnataka,Kolar,Karnataka,Kolar,Karnataka,Kolar,Karnataka,Kolar,Karnataka,Kolar
Hyderabad,Raichur,Mysore,Raichur,Mysore,Raichur,Karnataka,Raichur,Karnataka,Raichur,Karnataka,Koppal,Karnataka,Koppal,Karnataka,Koppal
Mysore,Mandya,Mysore,Mandya,Mysore,Mandya,Karnataka,Mandya,Karnataka,Mandya,Karnataka,Mandya,Karnataka,Mandya,Karnataka,Mandya
Mysore,Mysore,Mysore,Mysore,Mysore,Mysore,Karnataka,Mysore,Karnataka,Mysore,Karnataka,Mysore,Karnataka,Mysore,Karnataka,Mysuru
Hyderabad,Raichur,Mysore,Raichur,Mysore,Raichur,Karnataka,Raichur,Karnataka,Raichur,Karnataka,Raichur,Karnataka,Raichur,Karnataka,Raichur
Mysore,Bangalore,Mysore,Bangalore,Mysore,Bangalore,Karnataka,Bangalore,Karnataka,Bangalore Rural,Karnataka,Bangalore Rural,Karnataka,Ramanagara,Karnataka,Bengaluru South
Mysore,Shimoga,Mysore,Shimoga,Mysore,Shimoga,Karnataka,Shimoga,Karnataka,Shimoga,Karnataka,Shimoga,Karnataka,Shimoga,Karnataka,Shivamogga
Mysore,Tumkur,Mysore,Tumkur,Mysore,Tumkur,Karnataka,Tumkur,Karnataka,Tumkur,Karnataka,Tumkur,Karnataka,Tumkur,Karnataka,Tumakuru
Madras,South Kanara,Mysore,South Kanara,Mysore,South Kanara,Karnataka,Dakshin Kannad,Karnataka,Dakshina Kannada,Karnataka,Udupi,Karnataka,Udupi,Karnataka,Udupi
Bombay,Kanara,Mysore,North Kanara,Mysore,North Kanara,Karnataka,Uttar Kannad,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada,Karnataka,Uttara Kannada
Madras,Bellary,Mysore,Bellary,Mysore,Bellary,Karnataka,Bellary,Karnataka,Bellary,Karnataka,Bellary,Karnataka,Bellary,Karnataka,Vijayanagara
Hyderabad,Gulbarga,Mysore,Gulbarga,Mysore,Gulbarga,Karnataka,Gulbarga,Karnataka,Gulbarga,Karnataka,Gulbarga,Karnataka,Yadgir,Karnataka,Yadgir
Madras,Malabar,Kerala,Cannanore,Kerala,Cannanore,Kerala,Cannanore,Kerala,Kannur,Kerala,Kannur,Kerala,Kannur,Kerala,Kannur
Madras,Malabar,Kerala,Cannanore,Kerala,Cannanore,Kerala,Cannanore,Kerala,Kasargod,Kerala,Kasargod,Kerala,Kasargod,Kerala,Kasargod
Madras,Malabar,Kerala,Cannanore,Kerala,Cannanore,Kerala,Wayanad,Kerala,Wayanad,Kerala,Wayanad,Kerala,Wayanad,Kerala,Wayanad
Madras,Malabar,Kerala,Kozhikode,Kerala,Kozhikode,Kerala,Wayanad,Kerala,Wayanad,Kerala,Wayanad,Kerala,Wayanad,Kerala,Wayanad
Madras,Malabar,Kerala,Kozhikode,Kerala,Kozhikode,Kerala,Kozhikode,Kerala,Kozhikode,Kerala,Kozhikode,Kerala,Kozhikode,Kerala,Kozhikode
Madras,Malabar,Kerala,Kozhikode,Kerala,Malappuram,Kerala,Malappuram,Kerala,Malappuram,Kerala,Malappuram,Kerala,Malappuram,Kerala,Malappuram
Madras,Malabar,Kerala,Palghat,Kerala,Palghat,Kerala,Palghat,Kerala,Palakkad,Kerala,Palakkad,Kerala,Palakkad,Kerala,Palakkad
Madras,Malabar,Kerala,Palghat,Kerala,Malappuram,Kerala,Malappuram,Kerala,Malappuram,Kerala,Malappuram,Kerala,Malappuram,Kerala,Malappuram
Travancore-Cochin,Trichur,Kerala,Trichur,Kerala,Trichur,Kerala,Trichur,Kerala,Thrissur,Kerala,Thrissur,Kerala,Thrissur,Kerala,Thrissur
Travancore-Cochin,Trichur,Kerala,Ernakulam,Kerala,Ernakulam,Kerala,Ernakulam,Kerala,Ernakulam,Kerala,Ernakulam,Kerala,Ernakulam,Kerala,Ernakulam
Travancore-Cochin,Kottayam,Kerala,Ernakulam,Kerala,Ernakulam,Kerala,Idukki,Kerala,Idukki,Kerala,Idukki,Kerala,Idukki,Kerala,Idukki
Travancore-Cochin,Kottayam,Kerala,Kottayam,Kerala,Kottayam,Kerala,Idukki,Kerala,Idukki,Kerala,Idukki,Kerala,Idukki,Kerala,Idukki
Travancore-Cochin,Kottayam,Kerala,Kottayam,Kerala,Kottayam,Kerala,Idukki,Kerala,Pathanamthitta,Kerala,Pathanamthitta,Kerala,Pathanamthitta,Kerala,Pathanamthitta
Travancore-Cochin,Kottayam,Kerala,Kottayam,Kerala,Kottayam,Kerala,Kottayam,Kerala,Kottayam,Kerala,Kottayam,Kerala,Kottayam,Kerala,Kottayam
Travancore-Cochin,Kottayam,Kerala,Alleppey,Kerala,Alleppey,Kerala,Alleppey,Kerala,Alappuzha,Kerala,Alappuzha,Kerala,Alappuzha,Kerala,Alappuzha
Travancore-Cochin,Quilon,Kerala,Alleppey,Kerala,Alleppey,Kerala,Alleppey,Kerala,Pathanamthitta,Kerala,Pathanamthitta,Kerala,Pathanamthitta,Kerala,Pathanamthitta
Travancore-Cochin,Quilon,Kerala,Quilon,Kerala,Quilon,Kerala,Quilon,Kerala,Pathanamthitta,Kerala,Pathanamthitta,Kerala,Pathanamthitta,Kerala,Pathanamthitta
Travancore-Cochin,Quilon,Kerala,Quilon,Kerala,Quilon,Kerala,Quilon,Kerala,Kollam,Kerala,Kollam,Kerala,Kollam,Kerala,Kollam
Travancore-Cochin,Trivandrum,Kerala,Trivandrum,Kerala,Trivandrum,Kerala,Trivandrum,Kerala,Thiruvananthapuram,Kerala,Thiruvananthapuram,Kerala,Thiruvananthapuram,Kerala,Thiruvananthapuram
Madras,"Laccadive, Minicoy and Amindivi Islands","Laccadive, Minicoy and Amindivi Islands","Laccadive, Minicoy and Amindivi Islands","Laccadive, Minicoy and Amindivi Islands","Laccadive, Minicoy and Amindivi Islands",Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep,Lakshadweep
Madhya Bharat,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Sheopur,Madhya Pradesh,Sheopur,Madhya Pradesh,Sheopur
Madhya Bharat,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena,Madhya Pradesh,Morena
Madhya Bharat,Bhind,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind,Madhya Pradesh,Bhind
Madhya Bharat,Gird,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior,Madhya Pradesh,Gwalior
Vindhya Pradesh,Datia,Madhya Pradesh,Datia,Madhya Pradesh,Datia,Madhya Pradesh,Datia,Madhya Pradesh,Datia,Madhya Pradesh,Datia,Madhya Pradesh,Datia,Madhya Pradesh,Datia
Madhya Bharat,Shivpuri,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri,Madhya Pradesh,Shivpuri
Vindhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh,Madhya Pradesh,Tikamgarh
Vindhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur,Madhya Pradesh,Chhatarpur
Vindhya Pradesh,Panna,Madhya Pradesh,Panna,Madhya Pradesh,Panna,Madhya Pradesh,Panna,Madhya Pradesh,Panna,Madhya Pradesh,Panna,Madhya Pradesh,Panna,Madhya Pradesh,Panna
Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar,Madhya Pradesh,Sagar
Madhya Pradesh,Sagar,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh,Madhya Pradesh,Damoh
Vindhya Pradesh,Satna,Madhya Pradesh,Satna,Madhya Pradesh,Satna,Madhya Pradesh,Satna,Madhya Pradesh,Satna,Madhya Pradesh,Satna,Madhya Pradesh,Satna,Madhya Pradesh,Satna
Vindhya Pradesh,Rewa,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa,Madhya Pradesh,Rewa
Vindhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Shahdol,Madhya Pradesh,Umaria,Madhya Pradesh,Umaria,Madhya Pradesh,Umaria
Madhya Bharat,Mandsaur,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,Madhya Pradesh,Neemuch,Madhya Pradesh,Neemuch,Madhya Pradesh,Neemuch
Madhya Bharat,Mandsaur,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur,Madhya Pradesh,Mandsaur
Madhya Bharat,Ratlam,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam,Madhya Pradesh,Ratlam
Madhya Bharat,Ujjain,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain,Madhya Pradesh,Ujjain
Madhya Bharat,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur,Madhya Pradesh,Shajapur
Madhya Bharat,Dewas,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas,Madhya Pradesh,Dewas
Madhya Bharat,Dhar,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar,Madhya Pradesh,Dhar
Madhya Bharat,Indore,Madhya Pradesh,Indore,Madhya Pradesh,Indore,Madhya Pradesh,Indore,Madhya Pradesh,Indore,Madhya Pradesh,Indore,Madhya Pradesh,Indore,Madhya Pradesh,Indore
Madhya Bharat,Nimar,Madhya Pradesh,West Nimar,Madhya Pradesh,Khargone,Madhya Pradesh,West Nimar,Madhya Pradesh,West Nimar,Madhya Pradesh,West Nimar,Madhya Pradesh,Khargone (West Nimar),Madhya Pradesh,Khargone (West Nimar)
Madhya Bharat,Nimar,Madhya Pradesh,West Nimar,Madhya Pradesh,Khargone,Madhya Pradesh,West Nimar,Madhya Pradesh,West Nimar,Madhya Pradesh,Barwani,Madhya Pradesh,Barwani,Madhya Pradesh,Barwani
Madhya Bharat,Rajgarh,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh,Madhya Pradesh,Rajgarh
Madhya Bharat,Bhilsa,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha,Madhya Pradesh,Vidisha
Bhopal,Sehore,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,Madhya Pradesh,Bhopal,Madhya Pradesh,Bhopal,Madhya Pradesh,Bhopal,Madhya Pradesh,Bhopal,Madhya Pradesh,Bhopal
Bhopal,Sehore,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore,Madhya Pradesh,Sehore
Bhopal,Raisen,Madhya Pradesh,Raisen,Madhya Pradesh,Raisen,Madhya Pradesh,Raisen,Madhya Pradesh,Raisen,Madhya Pradesh,Raisen,Madhya Pradesh,Raisen,Madhya Pradesh,Raisen
